delinquency_count,utilization,debt_to_income,credit_lines,income_inr,credit_age_months,region,source_dataset,current_limit_inr,current_balance_inr,account_id,action,increase_pct,proposed_limit,pd,risk_band,current_ead,proposed_ead,current_expected_loss,proposed_expected_loss,incremental_contribution,risk_adjusted_return,reason_codes,policy_checks,missing_model_fields
0,0.7571548588333062,,,,,asia,taiwan_credit,188000.0,142300.0,LIQ-000019,No change,0.0,188000.0,0.10445677510176377,Moderate,176575.0,176575.0,11988.89579133606,11988.89579133606,0.0,0.0,No reported delinquency in the harmonized source fields | High utilization with low estimated risk | Exposure limit reached,"{""automatic_increases_enabled"": true, ""within_maximum_increase"": true, ""within_account_exposure"": true, ""within_expected_loss_ceiling"": true, ""meets_profitability_hurdle"": false, ""payment_history_eligible"": true, ""not_overextended"": true}",credit_age_months | credit_lines | debt_to_income | income_inr
0,0.525258257305475,,,,,asia,taiwan_credit,356000.0,187000.0,LIQ-000020,No change,0.0,356000.0,0.08962827602182603,Moderate,313750.0,313750.0,18278.566541201148,18278.566541201148,0.0,0.0,No reported delinquency in the harmonized source fields | Exposure limit reached,"{""automatic_increases_enabled"": true, ""within_maximum_increase"": true, ""within_account_exposure"": true, ""within_expected_loss_ceiling"": true, ""meets_profitability_hurdle"": false, ""payment_history_eligible"": true, ""not_overextended"": true}",credit_age_months | credit_lines | debt_to_income | income_inr
2,1.0288090807991965,,,,,asia,taiwan_credit,143000.0,147100.0,LIQ-000021,Freeze automatic increases,0.0,143000.0,0.40812091335673034,Very high,143000.0,143000.0,37934.83889650809,37934.83889650809,0.0,0.0,Repeated delinquency,"{""automatic_increases_enabled"": true, ""within_maximum_increase"": true, ""within_account_exposure"": true, ""within_expected_loss_ceiling"": false, ""meets_profitability_hurdle"": false, ""payment_history_eligible"": false, ""not_overextended"": true}",credit_age_months | credit_lines | debt_to_income | income_inr
0,0.7910992848468331,,,,,asia,taiwan_credit,311000.0,246000.0,LIQ-000022,Increase 30%,0.3,404300.0,0.13173933514049221,Moderate,294750.0,364725.0,25239.609871229055,31231.608855925417,19619.767425551556,0.28038252841088324,No reported delinquency in the harmonized source fields | High utilization with low estimated risk,"{""automatic_increases_enabled"": true, ""within_maximum_increase"": true, ""within_account_exposure"": true, ""within_expected_loss_ceiling"": true, ""meets_profitability_hurdle"": true, ""payment_history_eligible"": true, ""not_overextended"": true}",credit_age_months | credit_lines | debt_to_income | income_inr
0,0.6676718806549652,,,,,asia,taiwan_credit,603000.0,402600.0,LIQ-000023,Increase 30%,0.3,783900.0,0.11251901624577622,Moderate,552900.0,688575.0,40437.646653488286,50360.55804743298,30620.9290129742,0.2256932302411955,No reported delinquency in the harmonized source fields | High utilization with low estimated risk,"{""automatic_increases_enabled"": true, ""within_maximum_increase"": true, ""within_account_exposure"": true, ""within_expected_loss_ceiling"": true, ""meets_profitability_hurdle"": true, ""payment_history_eligible"": true, ""not_overextended"": true}",credit_age_months | credit_lines | debt_to_income | income_inr
0,0.6638648904674161,,,,,asia,taiwan_credit,264000.0,175300.0,LIQ-000024,No change,0.0,264000.0,0.11251901624577622,Moderate,241825.0,241825.0,17686.442217362644,17686.442217362644,0.0,0.0,No reported delinquency in the harmonized source fields | High utilization with low estimated risk | Exposure limit reached,"{""automatic_increases_enabled"": true, ""within_maximum_increase"": true, ""within_account_exposure"": true, ""within_expected_loss_ceiling"": true, ""meets_profitability_hurdle"": false, ""payment_history_eligible"": true, ""not_overextended"": true}",credit_age_months | credit_lines | debt_to_income | income_inr
0,0.9518243930605909,,,,,asia,taiwan_credit,298000.0,283600.0,LIQ-000025,Increase 30%,0.3,387400.0,0.1254424900338476,Moderate,294400.0,361450.0,24004.67489287708,29471.772214777244,25041.113965632507,0.3734692612324013,No reported delinquency in the harmonized source fields | High utilization with low estimated risk,"{""automatic_increases_enabled"": true, ""within_maximum_increase"": true, ""within_account_exposure"": true, ""within_expected_loss_ceiling"": true, ""meets_profitability_hurdle"": true, ""payment_history_eligible"": true, ""not_overextended"": true}",credit_age_months | credit_lines | debt_to_income | income_inr
0,0.2930441436395491,,,,,asia,taiwan_credit,168000.0,49200.0,LIQ-000026,No change,0.0,168000.0,0.06946640549037054,Moderate,138300.0,138300.0,6244.682521556861,6244.682521556861,0.0,0.0,No reported delinquency in the harmonized source fields | Exposure limit reached,"{""automatic_increases_enabled"": true, ""within_maximum_increase"": true, ""within_account_exposure"": true, ""within_expected_loss_ceiling"": true, ""meets_profitability_hurdle"": false, ""payment_history_eligible"": true, ""not_overextended"": true}",credit_age_months | credit_lines | debt_to_income | income_inr
0,0.5341231032433659,,,,,asia,taiwan_credit,230000.0,122800.0,LIQ-000027,No change,0.0,230000.0,0.08962827602182603,Moderate,203200.0,203200.0,11838.102696962784,11838.102696962784,0.0,0.0,No reported delinquency in the harmonized source fields | Exposure limit reached,"{""automatic_increases_enabled"": true, ""within_maximum_increase"": true, ""within_account_exposure"": true, ""within_expected_loss_ceiling"": true, ""meets_profitability_hurdle"": false, ""payment_history_eligible"": true, ""not_overextended"": true}",credit_age_months | credit_lines | debt_to_income | income_inr
0,0.6673782011931807,,,,,asia,taiwan_credit,1097000.0,732100.0,LIQ-000028,Increase 30%,0.3,1426100.0,0.11251901624577622,Moderate,1005775.0,1252600.0,73559.72881698713,91611.85783714855,55814.00720790915,0.22612785255913764,No reported delinquency in the harmonized source fields | High utilization with low estimated risk,"{""automatic_increases_enabled"": true, ""within_maximum_increase"": true, ""within_account_exposure"": true, ""within_expected_loss_ceiling"": true, ""meets_profitability_hurdle"": true, ""payment_history_eligible"": true, ""not_overextended"": true}",credit_age_months | credit_lines | debt_to_income | income_inr
0,0.6631172793984296,,,,,asia,taiwan_credit,367000.0,243400.0,LIQ-000029,Increase 30%,0.3,477100.0,0.10689963846561308,Moderate,336100.0,418675.0,23353.829517390164,29091.533987483865,18659.27607150905,0.2259676181835792,No reported delinquency in the harmonized source fields | High utilization with low estimated risk,"{""automatic_increases_enabled"": true, ""within_maximum_increase"": true, ""within_account_exposure"": true, ""within_expected_loss_ceiling"": true, ""meets_profitability_hurdle"": true, ""payment_history_eligible"": true, ""not_overextended"": true}",credit_age_months | credit_lines | debt_to_income | income_inr
1,0.30844898943156507,,,,,asia,taiwan_credit,182000.0,56100.0,LIQ-000030,Manual review,0.0,182000.0,0.31755145759146886,Very high,150525.0,150525.0,31069.631550071306,31069.631550071306,0.0,0.0,Reported delinquency | Manual review required,"{""automatic_increases_enabled"": true, ""within_maximum_increase"": true, ""within_account_exposure"": true, ""within_expected_loss_ceiling"": false, ""meets_profitability_hurdle"": false, ""payment_history_eligible"": false, ""not_overextended"": true}",credit_age_months | credit_lines | debt_to_income | income_inr
0,0.7418074856604311,,,,,asia,taiwan_credit,285000.0,211400.0,LIQ-000031,No change,0.0,285000.0,0.10445677510176377,Moderate,266600.0,266600.0,18101.314557384645,18101.314557384645,0.0,0.0,No reported delinquency in the harmonized source fields | High utilization with low estimated risk | Exposure limit reached,"{""automatic_increases_enabled"": true, ""within_maximum_increase"": true, ""within_account_exposure"": true, ""within_expected_loss_ceiling"": true, ""meets_profitability_hurdle"": false, ""payment_history_eligible"": true, ""not_overextended"": true}",credit_age_months | credit_lines | debt_to_income | income_inr
1,0.02925879668809902,,,,,asia,taiwan_credit,124000.0,3600.0,LIQ-000032,Manual review,0.0,124000.0,0.2693863662788967,High,93900.0,93900.0,16441.99686583246,16441.99686583246,0.0,0.0,Reported delinquency | Manual review required,"{""automatic_increases_enabled"": true, ""within_maximum_increase"": true, ""within_account_exposure"": true, ""within_expected_loss_ceiling"": false, ""meets_profitability_hurdle"": false, ""payment_history_eligible"": false, ""not_overextended"": true}",credit_age_months | credit_lines | debt_to_income | income_inr
0,0.6790209087784235,,,,,asia,taiwan_credit,181000.0,122900.0,LIQ-000033,No change,0.0,181000.0,0.11258142348426615,Moderate,166475.0,166475.0,12182.295108453085,12182.295108453085,0.0,0.0,No reported delinquency in the harmonized source fields | High utilization with low estimated risk | Exposure limit reached,"{""automatic_increases_enabled"": true, ""within_maximum_increase"": true, ""within_account_exposure"": true, ""within_expected_loss_ceiling"": true, ""meets_profitability_hurdle"": false, ""payment_history_eligible"": true, ""not_overextended"": true}",credit_age_months | credit_lines | debt_to_income | income_inr
0,0.09022990790455326,,,,,asia,taiwan_credit,847000.0,76400.0,LIQ-000034,No change,0.0,847000.0,0.07436753576004311,Moderate,654350.0,654350.0,31630.558065979738,31630.558065979738,0.0,0.0,No reported delinquency in the harmonized source fields | Low utilization provides no evidence of additional need | Incremental return below profitability hurdle,"{""automatic_increases_enabled"": true, ""within_maximum_increase"": true, ""within_account_exposure"": true, ""within_expected_loss_ceiling"": true, ""meets_profitability_hurdle"": false, ""payment_history_eligible"": true, ""not_overextended"": true}",credit_age_months | credit_lines | debt_to_income | income_inr
0,0.7320390476872746,,,,,asia,taiwan_credit,319000.0,233500.0,LIQ-000035,Increase 30%,0.3,414700.0,0.1017785605541567,Moderate,297625.0,369400.0,19689.698655205077,24438.050174658565,19176.740188461405,0.26717854668702756,No reported delinquency in the harmonized source fields | High utilization with low estimated risk,"{""automatic_increases_enabled"": true, ""within_maximum_increase"": true, ""within_account_exposure"": true, ""within_expected_loss_ceiling"": true, ""meets_profitability_hurdle"": true, ""payment_history_eligible"": true, ""not_overextended"": true}",credit_age_months | credit_lines | debt_to_income | income_inr
0,0.5388590347302759,,,,,asia,taiwan_credit,1196000.0,644500.0,LIQ-000036,Increase 30%,0.3,1554800.0,0.09412664759454485,Moderate,1058125.0,1327225.0,64738.54334088555,81202.70590488537,44910.69952273669,0.16689223159694053,No reported delinquency in the harmonized source fields,"{""automatic_increases_enabled"": true, ""within_maximum_increase"": true, ""within_account_exposure"": true, ""within_expected_loss_ceiling"": true, ""meets_profitability_hurdle"": true, ""payment_history_eligible"": true, ""not_overextended"": true}",credit_age_months | credit_lines | debt_to_income | income_inr
0,0.9354486363526233,,,,,asia,taiwan_credit,329000.0,307800.0,LIQ-000037,Increase 30%,0.3,427700.0,0.12820990373935923,Moderate,323700.0,397725.0,26976.004796279878,33144.98457707882,26859.57711284908,0.36284467562106154,No reported delinquency in the harmonized source fields | High utilization with low estimated risk,"{""automatic_increases_enabled"": true, ""within_maximum_increase"": true, ""within_account_exposure"": true, ""within_expected_loss_ceiling"": true, ""meets_profitability_hurdle"": true, ""payment_history_eligible"": true, ""not_overextended"": true}",credit_age_months | credit_lines | debt_to_income | income_inr
0,0.44278493108884037,,,,,asia,taiwan_credit,342000.0,151400.0,LIQ-000038,No change,0.0,342000.0,0.08516958900453168,Moderate,294350.0,294350.0,16295.284540264536,16295.284540264536,0.0,0.0,No reported delinquency in the harmonized source fields | Exposure limit reached,"{""automatic_increases_enabled"": true, ""within_maximum_increase"": true, ""within_account_exposure"": true, ""within_expected_loss_ceiling"": true, ""meets_profitability_hurdle"": false, ""payment_history_eligible"": true, ""not_overextended"": true}",credit_age_months | credit_lines | debt_to_income | income_inr
1,0.9299247457370686,,,,,asia,taiwan_credit,531000.0,493800.0,LIQ-000039,Manual review,0.0,531000.0,0.3609430988851774,Very high,521700.0,521700.0,122397.6095474581,122397.6095474581,0.0,0.0,Reported delinquency | Manual review required,"{""automatic_increases_enabled"": true, ""within_maximum_increase"": true, ""within_account_exposure"": true, ""within_expected_loss_ceiling"": false, ""meets_profitability_hurdle"": false, ""payment_history_eligible"": false, ""not_overextended"": true}",credit_age_months | credit_lines | debt_to_income | income_inr
1,0.8239621882967955,,,,,asia,taiwan_credit,62000.0,51100.0,LIQ-000040,Manual review,0.0,62000.0,0.3087419324809964,Very high,59275.0,59275.0,11895.440731077191,11895.440731077191,0.0,0.0,Reported delinquency | Manual review required,"{""automatic_increases_enabled"": true, ""within_maximum_increase"": true, ""within_account_exposure"": true, ""within_expected_loss_ceiling"": false, ""meets_profitability_hurdle"": false, ""payment_history_eligible"": false, ""not_overextended"": true}",credit_age_months | credit_lines | debt_to_income | income_inr
0,0.3587022848401062,,,,,asia,taiwan_credit,400000.0,143500.0,LIQ-000041,No change,0.0,400000.0,0.07264242638855538,Moderate,335875.0,335875.0,15859.203726116424,15859.203726116424,0.0,0.0,No reported delinquency in the harmonized source fields | Exposure limit reached,"{""automatic_increases_enabled"": true, ""within_maximum_increase"": true, ""within_account_exposure"": true, ""within_expected_loss_ceiling"": true, ""meets_profitability_hurdle"": false, ""payment_history_eligible"": true, ""not_overextended"": true}",credit_age_months | credit_lines | debt_to_income | income_inr
0,0.3910357162827552,,,,,asia,taiwan_credit,339000.0,132600.0,LIQ-000042,No change,0.0,339000.0,0.0753745722583789,Moderate,287400.0,287400.0,14080.723843587764,14080.723843587764,0.0,0.0,No reported delinquency in the harmonized source fields | Exposure limit reached,"{""automatic_increases_enabled"": true, ""within_maximum_increase"": true, ""within_account_exposure"": true, ""within_expected_loss_ceiling"": true, ""meets_profitability_hurdle"": false, ""payment_history_eligible"": true, ""not_overextended"": true}",credit_age_months | credit_lines | debt_to_income | income_inr
0,0.4851853327505351,,,,,asia,taiwan_credit,920000.0,446400.0,LIQ-000043,Increase 30%,0.3,1196000.0,0.10071971691843155,Moderate,801600.0,1008600.0,52479.001303179575,66030.83921455454,27458.41902334264,0.13264936726252483,No reported delinquency in the harmonized source fields,"{""automatic_increases_enabled"": true, ""within_maximum_increase"": true, ""within_account_exposure"": true, ""within_expected_loss_ceiling"": true, ""meets_profitability_hurdle"": true, ""payment_history_eligible"": true, ""not_overextended"": true}",credit_age_months | credit_lines | debt_to_income | income_inr
0,0.5462676938549451,,,,,asia,taiwan_credit,655000.0,357800.0,LIQ-000044,Increase 30%,0.3,851500.0,0.09412664759454485,Moderate,580700.0,728075.0,35528.57376779893,44545.31831580886,25119.643498100195,0.17044711449092584,No reported delinquency in the harmonized source fields,"{""automatic_increases_enabled"": true, ""within_maximum_increase"": true, ""within_account_exposure"": true, ""within_expected_loss_ceiling"": true, ""meets_profitability_hurdle"": true, ""payment_history_eligible"": true, ""not_overextended"": true}",credit_age_months | credit_lines | debt_to_income | income_inr
0,0.3553560289412449,,,,,asia,taiwan_credit,168000.0,59700.0,LIQ-000045,No change,0.0,168000.0,0.07264242638855538,Moderate,140925.0,140925.0,6654.137060224658,6654.137060224658,0.0,0.0,No reported delinquency in the harmonized source fields | Exposure limit reached,"{""automatic_increases_enabled"": true, ""within_maximum_increase"": true, ""within_account_exposure"": true, ""within_expected_loss_ceiling"": true, ""meets_profitability_hurdle"": false, ""payment_history_eligible"": true, ""not_overextended"": true}",credit_age_months | credit_lines | debt_to_income | income_inr
0,0.7799469139929589,,,,,asia,taiwan_credit,785000.0,612300.0,LIQ-000046,Increase 30%,0.3,1020500.0,0.1255423460086906,Moderate,741825.0,918450.0,60534.79303813299,74947.83899959324,49416.30780895287,0.2797809359317926,No reported delinquency in the harmonized source fields | High utilization with low estimated risk,"{""automatic_increases_enabled"": true, ""within_maximum_increase"": true, ""within_account_exposure"": true, ""within_expected_loss_ceiling"": true, ""meets_profitability_hurdle"": true, ""payment_history_eligible"": true, ""not_overextended"": true}",credit_age_months | credit_lines | debt_to_income | income_inr
0,0.34215607824348554,,,,,asia,taiwan_credit,295000.0,100900.0,LIQ-000047,No change,0.0,295000.0,0.06934387152945824,Moderate,246475.0,246475.0,11109.494977895094,11109.494977895094,0.0,0.0,No reported delinquency in the harmonized source fields | Exposure limit reached,"{""automatic_increases_enabled"": true, ""within_maximum_increase"": true, ""within_account_exposure"": true, ""within_expected_loss_ceiling"": true, ""meets_profitability_hurdle"": false, ""payment_history_eligible"": true, ""not_overextended"": true}",credit_age_months | credit_lines | debt_to_income | income_inr
1,0.3318158204538235,,,,,asia,taiwan_credit,194000.0,64400.0,LIQ-000048,Manual review,0.0,194000.0,0.3154179927316523,Very high,161600.0,161600.0,33131.505956532754,33131.505956532754,0.0,0.0,Reported delinquency | Manual review required,"{""automatic_increases_enabled"": true, ""within_maximum_increase"": true, ""within_account_exposure"": true, ""within_expected_loss_ceiling"": false, ""meets_profitability_hurdle"": false, ""payment_history_eligible"": false, ""not_overextended"": true}",credit_age_months | credit_lines | debt_to_income | income_inr
0,0.49049543003771817,,,,,asia,taiwan_credit,398000.0,195200.0,LIQ-000049,No change,0.0,398000.0,0.09380052946279228,Moderate,347300.0,347300.0,21175.000523578045,21175.000523578045,0.0,0.0,No reported delinquency in the harmonized source fields | Exposure limit reached,"{""automatic_increases_enabled"": true, ""within_maximum_increase"": true, ""within_account_exposure"": true, ""within_expected_loss_ceiling"": true, ""meets_profitability_hurdle"": false, ""payment_history_eligible"": true, ""not_overextended"": true}",credit_age_months | credit_lines | debt_to_income | income_inr
0,0.8660552779480818,,,,,asia,taiwan_credit,307000.0,265900.0,LIQ-000050,Increase 30%,0.3,399100.0,0.13710775366716862,Moderate,296725.0,365800.0,26444.1438344789,32600.110589442687,21994.526004008032,0.3184151430185745,No reported delinquency in the harmonized source fields | High utilization with low estimated risk,"{""automatic_increases_enabled"": true, ""within_maximum_increase"": true, ""within_account_exposure"": true, ""within_expected_loss_ceiling"": true, ""meets_profitability_hurdle"": true, ""payment_history_eligible"": true, ""not_overextended"": true}",credit_age_months | credit_lines | debt_to_income | income_inr
0,0.37941292252567127,,,,,asia,taiwan_credit,951000.0,360800.0,LIQ-000051,Increase 30%,0.3,1236300.0,0.0753745722583789,Moderate,803450.0,1017425.0,39363.80505264644,49847.18321698775,19367.269361674174,0.09051183251162133,No reported delinquency in the harmonized source fields,"{""automatic_increases_enabled"": true, ""within_maximum_increase"": true, ""within_account_exposure"": true, ""within_expected_loss_ceiling"": true, ""meets_profitability_hurdle"": true, ""payment_history_eligible"": true, ""not_overextended"": true}",credit_age_months | credit_lines | debt_to_income | income_inr
