account_id,LIMIT_BAL,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,action,increase_pct,proposed_limit,pd,risk_band,current_ead,proposed_ead,current_expected_loss,proposed_expected_loss,incremental_contribution,risk_adjusted_return,reason_codes,policy_checks
LIQ-646E06A238,370000.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,6370.0,2110.0,10086.0,804.0,4577.0,-10.0,2120.0,10136.0,808.0,4599.0,0.0,2150.0,No change,0.0,370000.0,0.145339165150569,Moderate,279092.5,279092.5,26365.996117360366,26365.996117360366,0.0,0.0,Strong repayment consistency|Low utilization provides no evidence of additional need|Incremental return below profitability hurdle,"{""within_maximum_increase"":true,""within_account_exposure"":true,""within_expected_loss_ceiling"":true,""meets_profitability_hurdle"":false,""payment_history_eligible"":true,""not_overextended"":true}"
LIQ-75A953A7DF,520000.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,4439.0,3487.0,7491.0,2310.0,12000.0,0.0,3913.0,7494.0,2310.0,12000.0,0.0,0.0,No change,0.0,520000.0,0.162388765765416,High,391109.75,391109.75,41282.68922785827,41282.68922785827,0.0,0.0,Low utilization provides no evidence of additional need|Incremental return below profitability hurdle,"{""within_maximum_increase"":true,""within_account_exposure"":true,""within_expected_loss_ceiling"":true,""meets_profitability_hurdle"":false,""payment_history_eligible"":true,""not_overextended"":true}"
LIQ-CE58F99E5C,80000.0,0.0,0.0,0.0,0.0,0.0,0.0,35926.0,32813.0,22638.0,18805.0,6058.0,0.0,5041.0,4238.0,5051.0,3118.0,0.0,0.0,Increase 30%,0.3,104000.0,0.1027260921234426,Moderate,68981.5,86981.5,4606.029950478616,5807.925228322895,1959.513962155721,0.10886188678642894,Best eligible risk-adjusted contribution,"{""within_maximum_increase"":true,""within_account_exposure"":true,""within_expected_loss_ceiling"":true,""meets_profitability_hurdle"":true,""payment_history_eligible"":true,""not_overextended"":true}"
LIQ-2CF3567591,20000.0,1.0,3.0,2.0,0.0,0.0,-2.0,20386.0,20757.0,19200.0,20000.0,0.0,0.0,1000.0,0.0,1000.0,0.0,0.0,0.0,Freeze automatic increases,0.0,20000.0,0.5228792756064976,Very high,20000.0,20000.0,6797.430582884469,6797.430582884469,0.0,0.0,Recent payment deterioration|Repeated delinquency,"{""within_maximum_increase"":true,""within_account_exposure"":true,""within_expected_loss_ceiling"":false,""meets_profitability_hurdle"":false,""payment_history_eligible"":false,""not_overextended"":true}"
LIQ-89FB7BF083,710000.0,0.0,0.0,0.0,0.0,0.0,0.0,28585.0,31719.0,34854.0,35774.0,35524.0,35047.0,3561.0,3696.0,1616.0,3024.0,5011.0,2011.0,No change,0.0,710000.0,0.0735419639380048,Moderate,539646.25,539646.25,25796.31928690669,25796.31928690669,0.0,0.0,Strong repayment consistency|Low utilization provides no evidence of additional need|Incremental return below profitability hurdle,"{""within_maximum_increase"":true,""within_account_exposure"":true,""within_expected_loss_ceiling"":true,""meets_profitability_hurdle"":false,""payment_history_eligible"":true,""not_overextended"":true}"
LIQ-0CB01CC0C4,50000.0,0.0,0.0,0.0,0.0,0.0,0.0,18922.0,19486.0,19917.0,20017.0,20146.0,20221.0,1329.0,1310.0,680.0,705.0,728.0,690.0,Increase 30%,0.3,65000.0,0.0753779707329789,Moderate,42230.5,53480.5,2069.1121054753926,2620.313516460301,961.6288690150918,0.08547812169023039,Strong repayment consistency,"{""within_maximum_increase"":true,""within_account_exposure"":true,""within_expected_loss_ceiling"":true,""meets_profitability_hurdle"":true,""payment_history_eligible"":true,""not_overextended"":true}"
LIQ-F6A2224C88,240000.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,184.0,0.0,2500.0,12500.0,749.0,2829.0,0.0,2500.0,12500.0,749.0,2829.0,2900.0,No change,0.0,240000.0,0.1446540385228603,Moderate,180046.0,180046.0,16928.847662926488,16928.847662926488,0.0,0.0,Strong repayment consistency|Low utilization provides no evidence of additional need|Incremental return below profitability hurdle,"{""within_maximum_increase"":true,""within_account_exposure"":true,""within_expected_loss_ceiling"":true,""meets_profitability_hurdle"":false,""payment_history_eligible"":true,""not_overextended"":true}"
LIQ-882E70FB91,320000.0,-1.0,-1.0,-2.0,-2.0,-2.0,-2.0,36831.0,28785.0,13104.0,2621.0,9075.0,6564.0,28791.0,13227.0,2621.0,9075.0,6564.0,12767.0,No change,0.0,320000.0,0.0647631375744989,Moderate,249207.75,249207.75,10490.659268622865,10490.659268622865,0.0,0.0,Strong repayment consistency|Low utilization provides no evidence of additional need|Incremental return below profitability hurdle,"{""within_maximum_increase"":true,""within_account_exposure"":true,""within_expected_loss_ceiling"":true,""meets_profitability_hurdle"":false,""payment_history_eligible"":true,""not_overextended"":true}"
LIQ-463F887E9B,60000.0,0.0,0.0,-1.0,-1.0,0.0,0.0,11718.0,4878.0,18347.0,15707.0,18976.0,6355.0,1000.0,37325.0,20800.0,3500.0,1232.0,113.0,No change,0.0,60000.0,0.0722129919181171,Moderate,47929.5,47929.5,2249.736187490606,2249.736187490606,0.0,0.0,Strong repayment consistency|Low utilization provides no evidence of additional need|Incremental return below profitability hurdle,"{""within_maximum_increase"":true,""within_account_exposure"":true,""within_expected_loss_ceiling"":true,""meets_profitability_hurdle"":false,""payment_history_eligible"":true,""not_overextended"":true}"
LIQ-232C2224BC,80000.0,2.0,2.0,2.0,2.0,0.0,0.0,82074.0,79440.0,102872.0,49043.0,23962.0,23283.0,0.0,4300.0,0.0,1000.0,5000.0,1000.0,Freeze automatic increases,0.0,80000.0,0.6516268712086702,Very high,80000.0,80000.0,33884.59730285085,33884.59730285085,0.0,0.0,Recent payment deterioration|Repeated delinquency,"{""within_maximum_increase"":true,""within_account_exposure"":true,""within_expected_loss_ceiling"":false,""meets_profitability_hurdle"":false,""payment_history_eligible"":false,""not_overextended"":true}"
LIQ-EF5B99C521,200000.0,0.0,0.0,0.0,0.0,0.0,0.0,143994.0,102211.0,54762.0,55858.0,56338.0,57360.0,4767.0,2573.0,2604.0,1997.0,2228.0,2094.0,Increase 30%,0.3,260000.0,0.0854633790188263,Moderate,185998.5,230998.5,10332.439196581556,12832.243032882225,12252.00772369933,0.27226683830442955,Strong repayment consistency|High utilization with low estimated risk,"{""within_maximum_increase"":true,""within_account_exposure"":true,""within_expected_loss_ceiling"":true,""meets_profitability_hurdle"":true,""payment_history_eligible"":true,""not_overextended"":true}"
LIQ-D06ED5819A,60000.0,0.0,0.0,0.0,0.0,0.0,0.0,61118.0,50643.0,44004.0,26940.0,9971.0,-11798.0,2200.0,2000.0,1200.0,0.0,0.0,28000.0,Increase 30%,0.3,78000.0,0.150370391022255,High,60000.0,73779.5,5864.445249867945,7211.263971877201,5252.475597990743,0.38118042004359687,Best eligible risk-adjusted contribution,"{""within_maximum_increase"":true,""within_account_exposure"":true,""within_expected_loss_ceiling"":true,""meets_profitability_hurdle"":true,""payment_history_eligible"":true,""not_overextended"":true}"
LIQ-31D57F407D,160000.0,2.0,2.0,2.0,2.0,0.0,0.0,132528.0,135846.0,136732.0,101473.0,100895.0,103107.0,7000.0,5000.0,0.0,3770.0,4000.0,4000.0,Freeze automatic increases,0.0,160000.0,0.6831824126711261,Very high,153132.0,153132.0,68001.10799115067,68001.10799115067,0.0,0.0,Recent payment deterioration|Repeated delinquency,"{""within_maximum_increase"":true,""within_account_exposure"":true,""within_expected_loss_ceiling"":false,""meets_profitability_hurdle"":false,""payment_history_eligible"":false,""not_overextended"":true}"
LIQ-F5F37E6C48,240000.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,890.0,236.0,0.0,2194.0,439.0,1085.0,236.0,0.0,2194.0,441.0,1085.0,858.0,No change,0.0,240000.0,0.1634464604906626,High,180222.5,180222.5,19146.874321755986,19146.874321755986,0.0,0.0,Strong repayment consistency|Low utilization provides no evidence of additional need|Incremental return below profitability hurdle,"{""within_maximum_increase"":true,""within_account_exposure"":true,""within_expected_loss_ceiling"":true,""meets_profitability_hurdle"":false,""payment_history_eligible"":true,""not_overextended"":true}"
LIQ-98B2A0BDE6,130000.0,1.0,-1.0,0.0,-1.0,-1.0,0.0,0.0,1386.0,5275.0,198.0,3992.0,8893.0,1386.0,4000.0,198.0,3992.0,5000.0,40000.0,Manual review,0.0,130000.0,0.1195088669598128,Moderate,97500.0,97500.0,7573.874443578137,7573.874443578137,0.0,0.0,Recent payment deterioration|Manual review required,"{""within_maximum_increase"":true,""within_account_exposure"":true,""within_expected_loss_ceiling"":true,""meets_profitability_hurdle"":false,""payment_history_eligible"":false,""not_overextended"":true}"
LIQ-E5054ABEC2,90000.0,0.0,0.0,0.0,0.0,0.0,0.0,45431.0,46338.0,45129.0,45640.0,46175.0,46716.0,2749.0,2206.0,1113.0,1135.0,1153.0,1134.0,Increase 30%,0.3,117000.0,0.0724943784027503,Moderate,78857.75,99107.75,3715.883319518164,4670.090575244365,3235.355684273798,0.1597706510752493,Strong repayment consistency,"{""within_maximum_increase"":true,""within_account_exposure"":true,""within_expected_loss_ceiling"":true,""meets_profitability_hurdle"":true,""payment_history_eligible"":true,""not_overextended"":true}"
LIQ-34D0542CDB,150000.0,0.0,0.0,0.0,0.0,0.0,0.0,30697.0,40139.0,49410.0,58549.0,67560.0,86315.0,10000.0,10000.0,10000.0,10000.0,20000.0,1718.0,No change,0.0,150000.0,0.0871431755456645,Moderate,120174.25,120174.25,6807.037746482072,6807.037746482072,0.0,0.0,Strong repayment consistency|Incremental return below profitability hurdle,"{""within_maximum_increase"":true,""within_account_exposure"":true,""within_expected_loss_ceiling"":true,""meets_profitability_hurdle"":false,""payment_history_eligible"":true,""not_overextended"":true}"
LIQ-816A4C8EE8,320000.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,9955.0,3465.0,84421.0,886.0,11741.0,4317.0,3465.0,84440.0,886.0,11533.0,4317.0,52466.0,No change,0.0,320000.0,0.0704382419239574,Moderate,242488.75,242488.75,11102.312803619716,11102.312803619716,0.0,0.0,Strong repayment consistency|Low utilization provides no evidence of additional need|Incremental return below profitability hurdle,"{""within_maximum_increase"":true,""within_account_exposure"":true,""within_expected_loss_ceiling"":true,""meets_profitability_hurdle"":false,""payment_history_eligible"":true,""not_overextended"":true}"
LIQ-1C1972EE22,210000.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,15655.0,3918.0,29881.0,24247.0,21664.0,1556.0,4854.0,30366.0,0.0,433.0,1556.0,14047.0,No change,0.0,210000.0,0.1055668520065143,Moderate,161413.75,161413.75,11075.961947743224,11075.961947743224,0.0,0.0,Strong repayment consistency|Low utilization provides no evidence of additional need|Incremental return below profitability hurdle,"{""within_maximum_increase"":true,""within_account_exposure"":true,""within_expected_loss_ceiling"":true,""meets_profitability_hurdle"":false,""payment_history_eligible"":true,""not_overextended"":true}"
LIQ-D0BB7ADEF0,80000.0,-1.0,3.0,2.0,-1.0,0.0,0.0,4927.0,4693.0,3342.0,4844.0,3728.0,2612.0,0.0,0.0,4844.0,0.0,0.0,0.0,Freeze automatic increases,0.0,80000.0,0.4711617120492831,Very high,61231.75,61231.75,18752.536505152897,18752.536505152897,0.0,0.0,Repeated delinquency,"{""within_maximum_increase"":true,""within_account_exposure"":true,""within_expected_loss_ceiling"":false,""meets_profitability_hurdle"":false,""payment_history_eligible"":false,""not_overextended"":true}"
LIQ-F80EAAC6D5,50000.0,0.0,0.0,0.0,0.0,0.0,0.0,39296.0,40638.0,41741.0,45982.0,43041.0,42957.0,2000.0,1759.0,5000.0,1525.0,1569.0,3000.0,Increase 30%,0.3,65000.0,0.1292626985270876,Moderate,47324.0,58574.0,3976.1981643123313,4921.43164729166,3109.049557020671,0.27635996062405965,Strong repayment consistency|High utilization with low estimated risk,"{""within_maximum_increase"":true,""within_account_exposure"":true,""within_expected_loss_ceiling"":true,""meets_profitability_hurdle"":true,""payment_history_eligible"":true,""not_overextended"":true}"
LIQ-C404CBF1A2,20000.0,0.0,0.0,0.0,-2.0,-2.0,-1.0,18838.0,15349.0,0.0,0.0,0.0,19125.0,1200.0,0.0,0.0,0.0,19125.0,1000.0,Increase 30%,0.3,26000.0,0.1213964225301787,Moderate,19709.5,24209.5,1555.230813408062,1910.3153493088346,1619.7675840992274,0.35994835202205056,High utilization with low estimated risk,"{""within_maximum_increase"":true,""within_account_exposure"":true,""within_expected_loss_ceiling"":true,""meets_profitability_hurdle"":true,""payment_history_eligible"":true,""not_overextended"":true}"
LIQ-6E3BF3217E,360000.0,1.0,-2.0,-2.0,-1.0,0.0,0.0,0.0,1680.0,0.0,5950.0,6352.0,6563.0,1680.0,0.0,5950.0,500.0,317.0,1150.0,Manual review,0.0,360000.0,0.1905744964048552,High,270000.0,270000.0,33445.824119052086,33445.824119052086,0.0,0.0,Recent payment deterioration|Manual review required,"{""within_maximum_increase"":true,""within_account_exposure"":true,""within_expected_loss_ceiling"":false,""meets_profitability_hurdle"":false,""payment_history_eligible"":false,""not_overextended"":true}"
LIQ-963AA57047,430000.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,30000.0,28490.0,33490.0,30636.0,30240.0,0.0,28647.0,35000.0,30636.0,30241.0,0.0,179.0,No change,0.0,430000.0,0.1010872240968598,Moderate,330000.0,330000.0,21683.20956877643,21683.20956877643,0.0,0.0,Strong repayment consistency|Low utilization provides no evidence of additional need|Incremental return below profitability hurdle,"{""within_maximum_increase"":true,""within_account_exposure"":true,""within_expected_loss_ceiling"":true,""meets_profitability_hurdle"":false,""payment_history_eligible"":true,""not_overextended"":true}"
LIQ-E17D543795,200000.0,1.0,2.0,0.0,0.0,0.0,0.0,119432.0,116014.0,119576.0,123551.0,129486.0,133262.0,0.0,5000.0,5000.0,7000.0,5000.0,5000.0,Manual review,0.0,200000.0,0.4338312642467288,Very high,179858.0,179858.0,50718.2152911773,50718.2152911773,0.0,0.0,Recent payment deterioration|Repeated delinquency|Manual review required,"{""within_maximum_increase"":true,""within_account_exposure"":true,""within_expected_loss_ceiling"":false,""meets_profitability_hurdle"":false,""payment_history_eligible"":false,""not_overextended"":true}"
LIQ-2DFC645744,300000.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,1825.0,2017.0,2476.0,5797.0,1542.0,1256.0,2017.0,2476.0,5797.0,0.0,1256.0,23265.0,No change,0.0,300000.0,0.1749489363457598,High,225456.25,225456.25,25638.165234502412,25638.165234502412,0.0,0.0,Strong repayment consistency|Low utilization provides no evidence of additional need|Incremental return below profitability hurdle,"{""within_maximum_increase"":true,""within_account_exposure"":true,""within_expected_loss_ceiling"":true,""meets_profitability_hurdle"":false,""payment_history_eligible"":true,""not_overextended"":true}"
LIQ-12444A3FC9,50000.0,0.0,0.0,0.0,-1.0,0.0,0.0,20606.0,18750.0,0.0,31288.0,27335.0,30626.0,2000.0,0.0,95000.0,1000.0,3700.0,16.0,Increase 30%,0.3,65000.0,0.0886307193273335,Moderate,42651.5,53901.5,2457.1515315033475,3105.263666584474,1074.7803049188738,0.09553602710389988,Strong repayment consistency,"{""within_maximum_increase"":true,""within_account_exposure"":true,""within_expected_loss_ceiling"":true,""meets_profitability_hurdle"":true,""payment_history_eligible"":true,""not_overextended"":true}"
LIQ-25516611DD,30000.0,2.0,2.0,0.0,0.0,0.0,-1.0,29188.0,25908.0,19998.0,15675.0,8240.0,438.0,0.0,1441.0,1000.0,165.0,438.0,0.0,Freeze automatic increases,0.0,30000.0,0.6241639383296257,Very high,29797.0,29797.0,12088.838365765107,12088.838365765107,0.0,0.0,Recent payment deterioration|Repeated delinquency,"{""within_maximum_increase"":true,""within_account_exposure"":true,""within_expected_loss_ceiling"":false,""meets_profitability_hurdle"":false,""payment_history_eligible"":false,""not_overextended"":true}"
LIQ-2D70C0F9FA,150000.0,-2.0,-2.0,-2.0,-2.0,-2.0,-1.0,0.0,5067.0,131.0,987.0,0.0,14001.0,5067.0,131.0,987.0,400.0,14001.0,0.0,No change,0.0,150000.0,0.1403898554936599,Moderate,112500.0,112500.0,10266.008182973881,10266.008182973881,0.0,0.0,Strong repayment consistency|Low utilization provides no evidence of additional need|Incremental return below profitability hurdle,"{""within_maximum_increase"":true,""within_account_exposure"":true,""within_expected_loss_ceiling"":true,""meets_profitability_hurdle"":false,""payment_history_eligible"":true,""not_overextended"":true}"
LIQ-4413A58A04,480000.0,0.0,0.0,0.0,0.0,0.0,0.0,384150.0,392013.0,361178.0,305024.0,289379.0,295768.0,15000.0,16000.0,12008.0,11000.0,11000.0,11000.0,Increase 30%,0.3,624000.0,0.0933823208388984,Moderate,456037.5,564037.5,27680.796090719934,34236.2350136106,33743.43207710933,0.3124391858991605,Strong repayment consistency|High utilization with low estimated risk,"{""within_maximum_increase"":true,""within_account_exposure"":true,""within_expected_loss_ceiling"":true,""meets_profitability_hurdle"":true,""payment_history_eligible"":true,""not_overextended"":true}"
LIQ-EBCB3A1111,50000.0,0.0,0.0,2.0,3.0,2.0,0.0,16094.0,18961.0,20857.0,20229.0,19623.0,19878.0,3155.0,2500.0,0.0,0.0,707.0,713.0,Freeze automatic increases,0.0,50000.0,0.4381948630352388,Very high,41523.5,41523.5,11826.99985690843,11826.99985690843,0.0,0.0,Repeated delinquency,"{""within_maximum_increase"":true,""within_account_exposure"":true,""within_expected_loss_ceiling"":false,""meets_profitability_hurdle"":false,""payment_history_eligible"":false,""not_overextended"":true}"
LIQ-5DC9161769,30000.0,0.0,0.0,0.0,0.0,0.0,0.0,29292.0,28809.0,30005.0,30452.0,29197.0,29381.0,1804.0,2000.0,1200.0,1600.0,1211.0,1165.0,Increase 30%,0.3,39000.0,0.151462255561698,High,29823.0,36573.0,2936.088250950738,3600.628897227688,2456.84343372305,0.36397680499600743,Strong repayment consistency,"{""within_maximum_increase"":true,""within_account_exposure"":true,""within_expected_loss_ceiling"":true,""meets_profitability_hurdle"":true,""payment_history_eligible"":true,""not_overextended"":true}"
LIQ-71B6F0E543,150000.0,0.0,0.0,0.0,0.0,0.0,0.0,9489.0,11757.0,12438.0,14240.0,15288.0,-1000.0,2500.0,1202.0,3000.0,1048.0,0.0,23799.0,No change,0.0,150000.0,0.1049526022304972,Moderate,114872.25,114872.25,7836.4920150219505,7836.4920150219505,0.0,0.0,Strong repayment consistency|Low utilization provides no evidence of additional need|Incremental return below profitability hurdle,"{""within_maximum_increase"":true,""within_account_exposure"":true,""within_expected_loss_ceiling"":true,""meets_profitability_hurdle"":false,""payment_history_eligible"":true,""not_overextended"":true}"
LIQ-D874767159,200000.0,0.0,0.0,0.0,0.0,0.0,2.0,163340.0,168701.0,172074.0,173907.0,184067.0,180612.0,8000.0,8000.0,6500.0,13500.0,0.0,7000.0,No change,0.0,200000.0,0.2300505180160587,High,190835.0,190835.0,28536.098893636467,28536.098893636467,0.0,0.0,Expected loss exceeds policy ceiling|Recent payment deterioration,"{""within_maximum_increase"":true,""within_account_exposure"":true,""within_expected_loss_ceiling"":false,""meets_profitability_hurdle"":false,""payment_history_eligible"":false,""not_overextended"":true}"
LIQ-A7DF9AD16E,250000.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Manual review,0.0,250000.0,0.3753213331187757,Very high,187500.0,187500.0,45742.28747385079,45742.28747385079,0.0,0.0,Recent payment deterioration|Manual review required,"{""within_maximum_increase"":true,""within_account_exposure"":true,""within_expected_loss_ceiling"":false,""meets_profitability_hurdle"":false,""payment_history_eligible"":false,""not_overextended"":true}"
LIQ-4464AB43D5,20000.0,1.0,2.0,2.0,2.0,0.0,0.0,17044.0,16478.0,19098.0,18397.0,18696.0,38282.0,0.0,3200.0,0.0,700.0,700.0,500.0,Freeze automatic increases,0.0,20000.0,0.5734555579113119,Very high,19261.0,19261.0,7179.462875604357,7179.462875604357,0.0,0.0,Repeated delinquency,"{""within_maximum_increase"":true,""within_account_exposure"":true,""within_expected_loss_ceiling"":false,""meets_profitability_hurdle"":false,""payment_history_eligible"":false,""not_overextended"":true}"
LIQ-5E88E7D101,50000.0,1.0,2.0,2.0,2.0,2.0,2.0,17371.0,17789.0,18209.0,18595.0,20323.0,19218.0,1000.0,1000.0,1000.0,2000.0,0.0,1000.0,Freeze automatic increases,0.0,50000.0,0.5710221646827484,Very high,41842.75,41842.75,15530.539492831396,15530.539492831396,0.0,0.0,Repeated delinquency,"{""within_maximum_increase"":true,""within_account_exposure"":true,""within_expected_loss_ceiling"":false,""meets_profitability_hurdle"":false,""payment_history_eligible"":false,""not_overextended"":true}"
LIQ-F2C4C92E12,130000.0,0.0,0.0,0.0,0.0,0.0,0.0,32215.0,33690.0,34859.0,34051.0,32827.0,16702.0,2000.0,2000.0,2000.0,1000.0,2000.0,7131.0,Increase 30%,0.3,169000.0,0.0717954189013893,Moderate,105553.75,134803.75,4925.879203610639,6290.889605473303,545.9886981373361,0.018666280278199523,Strong repayment consistency,"{""within_maximum_increase"":true,""within_account_exposure"":true,""within_expected_loss_ceiling"":true,""meets_profitability_hurdle"":true,""payment_history_eligible"":true,""not_overextended"":true}"
LIQ-9EAD8E6E44,230000.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No change,0.0,230000.0,0.31165071305221,Very high,172500.0,172500.0,34943.83620097904,34943.83620097904,0.0,0.0,Low utilization provides no evidence of additional need|Expected loss exceeds policy ceiling|Incremental return below profitability hurdle,"{""within_maximum_increase"":true,""within_account_exposure"":true,""within_expected_loss_ceiling"":false,""meets_profitability_hurdle"":false,""payment_history_eligible"":true,""not_overextended"":true}"
