delinquency_count,utilization,debt_to_income,credit_lines,income_inr,credit_age_months,region,source_dataset,current_limit_inr,current_balance_inr,account_id,action,increase_pct,proposed_limit,pd,risk_band,current_ead,proposed_ead,current_expected_loss,proposed_expected_loss,incremental_contribution,risk_adjusted_return,reason_codes,policy_checks,missing_model_fields
,,0.6185822601765906,,,,undisclosed,home_credit,158000.0,87500.0,LIQ-000038,Manual review,0.0,158000.0,0.08138994130217776,Moderate,140375.0,140375.0,7426.323456690582,7426.323456690582,0.0,0.0,Insufficient behavioral history | Manual review required,"{""automatic_increases_enabled"": true, ""within_maximum_increase"": true, ""within_account_exposure"": true, ""within_expected_loss_ceiling"": true, ""meets_profitability_hurdle"": false, ""payment_history_eligible"": false, ""not_overextended"": false}",delinquency_count | utilization | credit_lines | income_inr | credit_age_months
0.0,0.8575964819822947,,,,,asia,taiwan_credit,2600000.0,2229800.0,LIQ-000039,Increase 10%,0.1,2860000.0,0.13800701421076778,Moderate,2507450.0,2702450.0,224929.6970588133,242422.08611002812,61390.65142292708,0.31482385345090813,No reported delinquency in the harmonized source fields | High utilization with low estimated risk,"{""automatic_increases_enabled"": true, ""within_maximum_increase"": true, ""within_account_exposure"": true, ""within_expected_loss_ceiling"": true, ""meets_profitability_hurdle"": true, ""payment_history_eligible"": true, ""not_overextended"": true}",debt_to_income | credit_lines | income_inr | credit_age_months
,,0.2907554047234802,,,,undisclosed,home_credit,367000.0,44000.0,LIQ-000040,Manual review,0.0,367000.0,0.08215167347213541,Moderate,286250.0,286250.0,15285.345745409195,15285.345745409195,0.0,0.0,Insufficient behavioral history | Manual review required,"{""automatic_increases_enabled"": true, ""within_maximum_increase"": true, ""within_account_exposure"": true, ""within_expected_loss_ceiling"": true, ""meets_profitability_hurdle"": false, ""payment_history_eligible"": false, ""not_overextended"": true}",delinquency_count | utilization | credit_lines | income_inr | credit_age_months
2.0,0.27880152421977733,,,,,asia,taiwan_credit,449000.0,125200.0,LIQ-000041,Freeze automatic increases,0.0,449000.0,0.35906336418582346,Very high,368050.0,368050.0,85899.62627258501,85899.62627258501,0.0,0.0,Repeated delinquency,"{""automatic_increases_enabled"": true, ""within_maximum_increase"": true, ""within_account_exposure"": true, ""within_expected_loss_ceiling"": false, ""meets_profitability_hurdle"": false, ""payment_history_eligible"": false, ""not_overextended"": true}",debt_to_income | credit_lines | income_inr | credit_age_months
2.0,0.8918049218200665,,,,,asia,taiwan_credit,187000.0,166800.0,LIQ-000042,Freeze automatic increases,0.0,187000.0,0.410380632498253,Very high,181950.0,181950.0,48534.691453987136,48534.691453987136,0.0,0.0,Repeated delinquency,"{""automatic_increases_enabled"": true, ""within_maximum_increase"": true, ""within_account_exposure"": true, ""within_expected_loss_ceiling"": false, ""meets_profitability_hurdle"": false, ""payment_history_eligible"": false, ""not_overextended"": true}",debt_to_income | credit_lines | income_inr | credit_age_months
0.0,0.4883885522634882,,,,,asia,taiwan_credit,2600000.0,1269800.0,LIQ-000043,Increase 10%,0.1,2860000.0,0.1063014666205821,Moderate,2267450.0,2462450.0,156671.61931774527,170145.33021190405,25494.998713942412,0.13074358314842263,No reported delinquency in the harmonized source fields,"{""automatic_increases_enabled"": true, ""within_maximum_increase"": true, ""within_account_exposure"": true, ""within_expected_loss_ceiling"": true, ""meets_profitability_hurdle"": true, ""payment_history_eligible"": true, ""not_overextended"": true}",debt_to_income | credit_lines | income_inr | credit_age_months
,,0.12552245541199736,,,,undisclosed,home_credit,909000.0,427400.0,LIQ-000044,Manual review,0.0,909000.0,0.07811286627859422,Moderate,788600.0,788600.0,40039.87412574461,40039.87412574461,0.0,0.0,Insufficient behavioral history | Manual review required,"{""automatic_increases_enabled"": true, ""within_maximum_increase"": true, ""within_account_exposure"": true, ""within_expected_loss_ceiling"": true, ""meets_profitability_hurdle"": false, ""payment_history_eligible"": false, ""not_overextended"": true}",delinquency_count | utilization | credit_lines | income_inr | credit_age_months
0.0,0.7482421868311117,0.4097441256882119,9.0,,,undisclosed,give_me_some_credit,2600000.0,1945400.0,LIQ-000045,Increase 10%,0.1,2860000.0,0.06934067901738206,Moderate,2436350.0,2631350.0,109809.8061605992,118598.73722605237,58272.035268484644,0.29883095009479305,No reported delinquency in the harmonized source fields | High utilization with low estimated risk,"{""automatic_increases_enabled"": true, ""within_maximum_increase"": true, ""within_account_exposure"": true, ""within_expected_loss_ceiling"": true, ""meets_profitability_hurdle"": true, ""payment_history_eligible"": true, ""not_overextended"": true}",income_inr | credit_age_months
1.0,0.5475456534153857,,,,,asia,taiwan_credit,577000.0,315900.0,LIQ-000046,Manual review,0.0,577000.0,0.29534270925274025,High,511725.0,511725.0,98237.26113003303,98237.26113003303,0.0,0.0,Reported delinquency | Manual review required,"{""automatic_increases_enabled"": true, ""within_maximum_increase"": true, ""within_account_exposure"": true, ""within_expected_loss_ceiling"": false, ""meets_profitability_hurdle"": false, ""payment_history_eligible"": false, ""not_overextended"": true}",debt_to_income | credit_lines | income_inr | credit_age_months
0.0,0.3872831806638959,,,,,asia,taiwan_credit,2600000.0,1006900.0,LIQ-000047,Increase 10%,0.1,2860000.0,0.09409549680291023,Moderate,2201725.0,2396725.0,134662.0650039519,146588.66922372076,16111.805875443584,0.08262464551509531,No reported delinquency in the harmonized source fields,"{""automatic_increases_enabled"": true, ""within_maximum_increase"": true, ""within_account_exposure"": true, ""within_expected_loss_ceiling"": true, ""meets_profitability_hurdle"": true, ""payment_history_eligible"": true, ""not_overextended"": true}",debt_to_income | credit_lines | income_inr | credit_age_months
0.0,0.13648247287585558,,,,,asia,taiwan_credit,565000.0,77100.0,LIQ-000048,No change,0.0,565000.0,0.08984522120420647,Moderate,443025.0,443025.0,25872.391430595824,25872.391430595824,0.0,0.0,No reported delinquency in the harmonized source fields | Low utilization provides no evidence of additional need | Incremental return below profitability hurdle,"{""automatic_increases_enabled"": true, ""within_maximum_increase"": true, ""within_account_exposure"": true, ""within_expected_loss_ceiling"": true, ""meets_profitability_hurdle"": false, ""payment_history_eligible"": true, ""not_overextended"": true}",debt_to_income | credit_lines | income_inr | credit_age_months
0.0,0.19265249700339437,,,,,asia,taiwan_credit,843000.0,162400.0,LIQ-000049,No change,0.0,843000.0,0.08387241686507967,Moderate,672850.0,672850.0,36681.81119698476,36681.81119698476,0.0,0.0,No reported delinquency in the harmonized source fields | Low utilization provides no evidence of additional need | Incremental return below profitability hurdle,"{""automatic_increases_enabled"": true, ""within_maximum_increase"": true, ""within_account_exposure"": true, ""within_expected_loss_ceiling"": true, ""meets_profitability_hurdle"": false, ""payment_history_eligible"": true, ""not_overextended"": true}",debt_to_income | credit_lines | income_inr | credit_age_months
1.0,0.6402519610353078,,10.0,,61.895863807096624,undisclosed,fico_heloc,95000.0,60800.0,LIQ-000050,Manual review,0.0,95000.0,0.8198115179022826,Very high,86450.0,86450.0,46067.258719724014,46067.258719724014,0.0,0.0,Reported delinquency | Manual review required,"{""automatic_increases_enabled"": true, ""within_maximum_increase"": true, ""within_account_exposure"": true, ""within_expected_loss_ceiling"": false, ""meets_profitability_hurdle"": false, ""payment_history_eligible"": false, ""not_overextended"": true}",debt_to_income | income_inr
1.0,0.7814993215451123,,,,,asia,taiwan_credit,917000.0,716600.0,LIQ-000051,Manual review,0.0,917000.0,0.3228912743625141,Very high,866900.0,866900.0,181944.38973416126,181944.38973416126,0.0,0.0,Reported delinquency | Manual review required,"{""automatic_increases_enabled"": true, ""within_maximum_increase"": true, ""within_account_exposure"": true, ""within_expected_loss_ceiling"": false, ""meets_profitability_hurdle"": false, ""payment_history_eligible"": false, ""not_overextended"": true}",debt_to_income | credit_lines | income_inr | credit_age_months
,,0.24487412402242154,,,,undisclosed,home_credit,246000.0,42700.0,LIQ-000052,Manual review,0.0,246000.0,0.0822952082090523,Moderate,195175.0,195175.0,10440.278720431159,10440.278720431159,0.0,0.0,Insufficient behavioral history | Manual review required,"{""automatic_increases_enabled"": true, ""within_maximum_increase"": true, ""within_account_exposure"": true, ""within_expected_loss_ceiling"": true, ""meets_profitability_hurdle"": false, ""payment_history_eligible"": false, ""not_overextended"": true}",delinquency_count | utilization | credit_lines | income_inr | credit_age_months
