LIMIT_BAL,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,account_id,current_limit_inr,current_balance_inr,income_inr,total_monthly_obligation_inr,debt_to_income,delinquency_count,utilization,credit_lines,credit_age_months,region,source_dataset,source_name,missing_model_fields,action,increase_pct,proposed_limit,pd,risk_band,current_ead,proposed_ead,current_expected_loss,proposed_expected_loss,incremental_contribution,risk_adjusted_return,reason_codes,policy_checks
267382.94428932696,0,0,0,-1,0,0,184200.04780919672,176687.5402941622,202595.74792892454,196830.13161437612,197665.34045158848,218799.9745145648,33874.91005086914,32747.989151601192,15933.724536589669,26084.570765116874,25949.39537759195,20096.43717831939,LIQ-000011,267382.94428932696,184200.04780919672,1260467.1745347376,29410.90073914388,0.28,0.0,0.6888997662090198,3,182,taiwan,taiwan_credit,UCI Default of Credit Card Clients,,Increase 20%,0.2,320859.5331471923,0.12086914562975287,Moderate,251614.34298357516,294953.61943019606,19768.06693200062,23173.0147876052,2672.18552026993,0.06165736346708843,No reported delinquency in the harmonized source fields | High utilization with low estimated risk | Explicit customer acceptance required before activation,"{""automatic_increases_enabled"": true, ""within_maximum_increase"": true, ""within_account_exposure"": true, ""within_expected_loss_rate_ceiling"": true, ""meets_profitability_hurdle"": true, ""payment_history_eligible"": true, ""not_overextended"": true, ""within_model_support"": true}"
389039.1649443431,1,0,0,1,0,0,214747.61000323444,234054.27780413124,200062.16813196096,244390.31211256518,261095.08018578132,267725.35835421446,28767.751728085706,18614.95293450768,30112.041563485465,19137.085124784968,28246.714136249546,37410.36258599406,LIQ-000012,389039.1649443431,214747.61000323444,1582849.6281588532,38252.19934717228,0.29,2.0,0.5519948358771456,4,199,taiwan,taiwan_credit,UCI Default of Credit Card Clients,,Freeze automatic increases,0.0,389039.1649443431,0.13932091108945302,Moderate,357607.5053238623,357607.5053238623,32384.432245195498,32384.432245195498,0.0,0.0,Repeated delinquency,"{""automatic_increases_enabled"": true, ""within_maximum_increase"": true, ""within_account_exposure"": true, ""within_expected_loss_rate_ceiling"": true, ""meets_profitability_hurdle"": false, ""payment_history_eligible"": false, ""not_overextended"": true, ""within_model_support"": true}"
343839.02179528156,0,2,-1,0,0,-1,60462.84541103306,83124.80684548157,89252.54320160883,123754.03099252093,110635.41103720372,133083.9841553965,4441.904919346801,5240.856541499349,4659.381078159346,6282.131106704295,17652.079091132364,12883.443367919917,LIQ-000013,343839.02179528156,60462.84541103306,1029852.8367277242,25746.3209181931,0.3,1.0,0.1758463745485876,5,216,taiwan,taiwan_credit,UCI Default of Credit Card Clients,,Manual review,0.0,343839.02179528156,0.402241825107626,Very high,329987.8528896298,329987.8528896298,86277.69553628647,86277.69553628647,0.0,0.0,Reported delinquency | Manual review required,"{""automatic_increases_enabled"": true, ""within_maximum_increase"": true, ""within_account_exposure"": true, ""within_expected_loss_rate_ceiling"": false, ""meets_profitability_hurdle"": false, ""payment_history_eligible"": false, ""not_overextended"": true, ""within_model_support"": true}"
143677.39843480336,0,0,0,0,0,0,84225.1961238861,103870.1583377257,101251.8676720952,114437.39728437687,109933.40624779103,115704.84032346221,10665.291982852137,12939.785370720918,4230.913738120948,5500.557602670307,13936.083690614536,11810.075885616861,LIQ-000014,143677.39843480336,84225.1961238861,581156.5893259109,15013.211890919367,0.31,0.0,0.5862104759789694,6,233,taiwan,taiwan_credit,UCI Default of Credit Card Clients,,Increase 10%,0.1,158045.1382782837,0.13427048942476247,Moderate,132805.68600790747,144546.0726208736,11590.724898137492,12615.376744900774,700.9465830931852,0.05970387570704501,No reported delinquency in the harmonized source fields | Explicit customer acceptance required before activation,"{""automatic_increases_enabled"": true, ""within_maximum_increase"": true, ""within_account_exposure"": true, ""within_expected_loss_rate_ceiling"": true, ""meets_profitability_hurdle"": true, ""payment_history_eligible"": true, ""not_overextended"": true, ""within_model_support"": true}"
529001.3183889443,0,-1,1,0,0,0,150168.52117402593,183183.4324207599,172273.61932685535,241621.91869330115,185490.58129732747,210912.05657750208,21027.490893003967,12597.788407432434,24986.98110855968,29340.693312622643,32513.946503554856,10304.350693670427,LIQ-000015,529001.3183889443,150168.52117402593,1792688.1678088421,47805.01780823579,0.32,1.0,0.28387173330939725,7,250,taiwan,taiwan_credit,UCI Default of Credit Card Clients,,Manual review,0.0,529001.3183889443,0.13229977701051274,Moderate,459352.8663831159,459352.8663831159,39501.98316455696,39501.98316455696,0.0,0.0,Reported delinquency | Manual review required,"{""automatic_increases_enabled"": true, ""within_maximum_increase"": true, ""within_account_exposure"": true, ""within_expected_loss_rate_ceiling"": true, ""meets_profitability_hurdle"": false, ""payment_history_eligible"": false, ""not_overextended"": true, ""within_model_support"": true}"
235729.7709933352,0,0,0,0,0,0,147391.49428482782,173252.45307054353,183786.64100866424,181419.9276529122,201144.27305101432,210399.8243197554,13183.569724334093,17821.645492908625,29580.58989737871,7650.431457221681,19750.027152184906,20704.267298387764,LIQ-000016,235729.7709933352,147391.49428482782,1000513.5744736675,27514.123298025854,0.32999999999999996,0.0,0.6252561721997983,8,27,taiwan,taiwan_credit,UCI Default of Credit Card Clients,,Increase 10%,0.1,259302.74809266874,0.1646167003491339,High,220916.17962934996,240536.16530759912,23638.22015380809,25737.575400921007,1120.1562077371832,0.05709261087682626,No reported delinquency in the harmonized source fields | Explicit customer acceptance required before activation,"{""automatic_increases_enabled"": true, ""within_maximum_increase"": true, ""within_account_exposure"": true, ""within_expected_loss_rate_ceiling"": true, ""meets_profitability_hurdle"": true, ""payment_history_eligible"": true, ""not_overextended"": true, ""within_model_support"": true}"
303781.50321847864,1,-1,0,0,0,-1,44654.36193232824,45903.64463792736,68666.23762306948,62849.606210414386,85067.18240541703,114606.431343513,1683.076627596542,9680.955566533183,11123.435542066154,5199.286764043583,4242.282899273675,19163.481327317568,LIQ-000017,303781.50321847864,44654.36193232824,933445.6826316715,26447.627674564024,0.33999999999999997,1.0,0.14699499956128986,1,44,taiwan,taiwan_credit,UCI Default of Credit Card Clients,,Manual review,0.0,303781.50321847864,0.19271058867801924,High,263967.9898667942,263967.9898667942,33065.12736759916,33065.12736759916,0.0,0.0,Reported delinquency | Manual review required,"{""automatic_increases_enabled"": true, ""within_maximum_increase"": true, ""within_account_exposure"": true, ""within_expected_loss_rate_ceiling"": false, ""meets_profitability_hurdle"": false, ""payment_history_eligible"": false, ""not_overextended"": true, ""within_model_support"": true}"
265459.0989962026,0,1,0,0,0,-1,102578.48472402868,103757.96048279142,83936.68823005982,129298.24533392779,139875.44895994203,153034.02706719298,17919.094951330168,16936.313922115456,2571.3425059658957,4374.716575538482,23758.114994597796,30173.153718184698,LIQ-000018,265459.0989962026,102578.48472402868,1020032.7842618162,29750.9562076363,0.35,1.0,0.3864191700789886,2,61,taiwan,taiwan_credit,UCI Default of Credit Card Clients,,Manual review,0.0,265459.0989962026,0.1319361068273527,Moderate,235483.86249051828,235483.86249051828,20194.735624483325,20194.735624483325,0.0,0.0,Reported delinquency | Manual review required,"{""automatic_increases_enabled"": true, ""within_maximum_increase"": true, ""within_account_exposure"": true, ""within_expected_loss_rate_ceiling"": true, ""meets_profitability_hurdle"": false, ""payment_history_eligible"": false, ""not_overextended"": true, ""within_model_support"": true}"
884879.1363090848,-1,0,0,0,1,0,168607.23805251237,158580.21907523196,214139.60935466204,208207.30286859287,226834.95803972604,348934.3641460914,26546.38248490474,24607.82365666501,24530.44641263612,28711.082735807846,13596.271325889385,11603.734697924958,LIQ-000019,884879.1363090848,168607.23805251237,2642092.892397116,79262.78677191348,0.36,1.0,0.19054267541642944,3,78,taiwan,taiwan_credit,UCI Default of Credit Card Clients,,Manual review,0.0,884879.1363090848,0.16289872818040016,High,764151.0523736201,764151.0523736201,80911.50247009509,80911.50247009509,0.0,0.0,Reported delinquency | Manual review required,"{""automatic_increases_enabled"": true, ""within_maximum_increase"": true, ""within_account_exposure"": true, ""within_expected_loss_rate_ceiling"": true, ""meets_profitability_hurdle"": false, ""payment_history_eligible"": false, ""not_overextended"": true, ""within_model_support"": true}"
457108.72928303306,1,0,0,1,-1,0,222039.2419280981,217374.63257705656,228288.78316826824,267749.45915815694,219403.0106090568,275132.0103316446,10674.675358734123,39571.94346833374,41540.20676839142,58558.728594216314,40817.73135851307,30391.574724291087,LIQ-000020,457108.72928303306,222039.2419280981,1983280.3913691984,61151.14540055028,0.37,2.0,0.48574710501889284,4,95,taiwan,taiwan_credit,UCI Default of Credit Card Clients,,Freeze automatic increases,0.0,457108.72928303306,0.1380018926942365,Moderate,414561.3745291218,414561.3745291218,37186.66530991298,37186.66530991298,0.0,0.0,Repeated delinquency,"{""automatic_increases_enabled"": true, ""within_maximum_increase"": true, ""within_account_exposure"": true, ""within_expected_loss_rate_ceiling"": true, ""meets_profitability_hurdle"": false, ""payment_history_eligible"": false, ""not_overextended"": true, ""within_model_support"": true}"
184245.2756710913,0,1,0,0,0,0,32173.25486901236,28719.994437520592,33092.32163875151,40722.71332820931,49130.68991487833,53855.204360806136,6373.653513064025,2153.8089309725865,6399.249645785793,2905.0805843770163,3003.245043246768,4233.68256206048,LIQ-000021,184245.2756710913,32173.25486901236,542463.5427286457,17178.012186407115,0.37999999999999995,1.0,0.1746218715884309,5,112,taiwan,taiwan_credit,UCI Default of Credit Card Clients,,Manual review,0.0,184245.2756710913,0.115965996453655,Moderate,155044.86218308858,155044.86218308858,11686.955759752962,11686.955759752962,0.0,0.0,Reported delinquency | Manual review required,"{""automatic_increases_enabled"": true, ""within_maximum_increase"": true, ""within_account_exposure"": true, ""within_expected_loss_rate_ceiling"": true, ""meets_profitability_hurdle"": false, ""payment_history_eligible"": false, ""not_overextended"": true, ""within_model_support"": true}"
275403.6781329379,0,-1,0,0,-1,0,72834.48602009965,55105.31739987156,78491.0181362783,83297.26613849397,74766.27609856403,97938.4951203457,13143.326210915764,11957.485486795293,11238.81658722818,5310.194498518255,3352.207260474646,14427.51140274082,LIQ-000022,275403.6781329379,72834.48602009965,898686.9933057427,29207.32728243664,0.39,0.0,0.26446446363342435,6,129,taiwan,taiwan_credit,UCI Default of Credit Card Clients,,No change,0.0,275403.6781329379,0.08661881546191029,Moderate,233534.5318396734,233534.5318396734,13148.514936312784,13148.514936312784,0.0,0.0,No reported delinquency in the harmonized source fields | Incremental return below profitability hurdle,"{""automatic_increases_enabled"": true, ""within_maximum_increase"": true, ""within_account_exposure"": true, ""within_expected_loss_rate_ceiling"": true, ""meets_profitability_hurdle"": false, ""payment_history_eligible"": true, ""not_overextended"": true, ""within_model_support"": true}"
278442.80543910083,0,0,0,1,-1,0,93522.6188570566,113930.13171047757,135142.77343353012,132956.14561803924,135385.97792994863,165263.3474103604,13011.980976056695,12849.286424966727,10448.678122980444,22777.932619591986,21164.950023640533,27048.819363283303,LIQ-000023,278442.80543910083,93522.6188570566,1097469.3231759206,36582.31077253069,0.4,1.0,0.33587730417229705,7,146,taiwan,taiwan_credit,UCI Default of Credit Card Clients,,Manual review,0.0,278442.80543910083,0.17697617143876912,High,248575.9921151063,248575.9921151063,28594.817807481362,28594.817807481362,0.0,0.0,Reported delinquency | Manual review required,"{""automatic_increases_enabled"": true, ""within_maximum_increase"": true, ""within_account_exposure"": true, ""within_expected_loss_rate_ceiling"": true, ""meets_profitability_hurdle"": false, ""payment_history_eligible"": false, ""not_overextended"": true, ""within_model_support"": true}"
123421.50059958584,-1,-1,0,0,0,-1,58944.81587624026,68363.05256927348,72785.8623816518,79519.77460569362,80398.8436822548,96098.68931935522,9729.120310711478,3452.8513723148712,8030.559721004829,7516.316015822916,16990.906671254696,12126.369929216155,LIQ-000024,123421.50059958584,58944.81587624026,527596.0975203058,18026.199998610446,0.41000000000000003,0.0,0.4775895252438542,8,163,taiwan,taiwan_credit,UCI Default of Credit Card Clients,,No change,0.0,123421.50059958584,0.11424387562538212,Moderate,110985.36259388487,110985.36259388487,8241.608674268919,8241.608674268919,0.0,0.0,No reported delinquency in the harmonized source fields | Incremental return below profitability hurdle,"{""automatic_increases_enabled"": true, ""within_maximum_increase"": true, ""within_account_exposure"": true, ""within_expected_loss_rate_ceiling"": true, ""meets_profitability_hurdle"": false, ""payment_history_eligible"": true, ""not_overextended"": true, ""within_model_support"": true}"
631962.0255277171,0,-1,0,0,0,0,102541.84236878417,230872.38535757936,229872.44592144951,221277.89051488866,211184.51735494335,293459.36293135176,22270.940559700754,22033.387402700937,11493.860747414827,47829.00233257438,44157.795576972,58874.8757976154,LIQ-000025,631962.0255277171,102541.84236878417,2343348.3109344337,82017.19088270518,0.42,0.0,0.162259500138726,1,180,taiwan,taiwan_credit,UCI Default of Credit Card Clients,,No change,0.0,631962.0255277171,0.09971111749503714,Moderate,526001.5187815861,526001.5187815861,34091.32950716916,34091.32950716916,0.0,0.0,No reported delinquency in the harmonized source fields | Low utilization provides no evidence of additional need | Incremental return below profitability hurdle,"{""automatic_increases_enabled"": true, ""within_maximum_increase"": true, ""within_account_exposure"": true, ""within_expected_loss_rate_ceiling"": true, ""meets_profitability_hurdle"": false, ""payment_history_eligible"": true, ""not_overextended"": true, ""within_model_support"": true}"
308036.2058497639,0,-1,0,0,0,0,185594.57446439724,218588.2721407179,181177.7776807564,202819.72712902466,213596.28525312466,218253.03798643866,25424.10039111745,44803.65928332247,28271.083939920685,12999.501356128878,36123.147373928594,15319.712524233602,LIQ-000026,308036.2058497639,185594.57446439724,1391051.7135140398,49846.019734253096,0.43,0.0,0.6025089614138276,2,197,taiwan,taiwan_credit,UCI Default of Credit Card Clients,,Increase 20%,0.2,369643.44701971667,0.08440077456650753,Moderate,282592.8822674781,331398.16258176754,15503.187797732066,18180.670047682073,3087.3695101850017,0.0632589238357692,No reported delinquency in the harmonized source fields | Explicit customer acceptance required before activation,"{""automatic_increases_enabled"": true, ""within_maximum_increase"": true, ""within_account_exposure"": true, ""within_expected_loss_rate_ceiling"": true, ""meets_profitability_hurdle"": true, ""payment_history_eligible"": true, ""not_overextended"": true, ""within_model_support"": true}"
250697.1496657438,-1,0,-1,1,0,-1,96944.63902428797,108741.85115912213,118309.33281888746,126360.67227912173,125908.0861429691,130294.66193493982,8712.873733956641,17137.56691775935,7169.991495518907,12132.163961877888,25525.410742331333,24047.26914075678,LIQ-000027,250697.1496657438,96944.63902428797,980574.2631665887,35954.38964944159,0.44000000000000006,1.0,0.3867002044241225,3,214,taiwan,taiwan_credit,UCI Default of Credit Card Clients,,Manual review,0.0,250697.1496657438,0.1542434281706765,High,224116.67917097313,224116.67917097313,22469.541188613053,22469.541188613053,0.0,0.0,Reported delinquency | Manual review required,"{""automatic_increases_enabled"": true, ""within_maximum_increase"": true, ""within_account_exposure"": true, ""within_expected_loss_rate_ceiling"": true, ""meets_profitability_hurdle"": false, ""payment_history_eligible"": false, ""not_overextended"": true, ""within_model_support"": true}"
473227.46814960137,0,0,1,0,0,0,161518.50907005832,150003.70579808517,171007.19836255113,205877.02353854984,196242.18756487343,219958.48260078847,10017.36312136164,11321.758359678499,34695.745869433704,18441.585481050224,17082.265570537616,29974.70488522364,LIQ-000028,473227.46814960137,161518.50907005832,1621879.6167081844,60820.48562655692,0.45,1.0,0.34131262435298343,4,231,taiwan,taiwan_credit,UCI Default of Credit Card Clients,,Manual review,0.0,473227.46814960137,0.12881894875383348,Moderate,415377.2385926048,415377.2385926048,34780.49848765026,34780.49848765026,0.0,0.0,Reported delinquency | Manual review required,"{""automatic_increases_enabled"": true, ""within_maximum_increase"": true, ""within_account_exposure"": true, ""within_expected_loss_rate_ceiling"": true, ""meets_profitability_hurdle"": false, ""payment_history_eligible"": false, ""not_overextended"": true, ""within_model_support"": true}"
1051296.6229202312,0,1,0,0,0,1,411797.4492035176,468923.21356777864,495112.9687223808,531395.6279534282,562307.2840385002,642505.905773245,24787.592973232026,95434.3684647129,87120.91694935196,18964.093031691584,94302.72152410894,42499.194375772706,LIQ-000029,1051296.6229202312,411797.4492035176,3975547.4442840354,152395.98536422136,0.46,2.0,0.3917043394086536,5,248,taiwan,taiwan_credit,UCI Default of Credit Card Clients,,Freeze automatic increases,0.0,1051296.6229202312,0.16203225808727487,High,943231.5770721857,943231.5770721857,99342.062515948,99342.062515948,0.0,0.0,Repeated delinquency,"{""automatic_increases_enabled"": true, ""within_maximum_increase"": true, ""within_account_exposure"": true, ""within_expected_loss_rate_ceiling"": true, ""meets_profitability_hurdle"": false, ""payment_history_eligible"": false, ""not_overextended"": true, ""within_model_support"": true}"
663098.2398584711,0,1,0,0,0,0,5939.072496854319,0.0,1485.0041750154533,72362.47431872737,93767.89568884468,92705.60400607473,302.21436485483315,0.0,240.1506759445722,6111.291842631654,5032.446940108221,3999.0754517744117,LIQ-000030,663098.2398584711,5939.072496854319,1654176.4927615854,64788.57929982875,0.47,1.0,0.008956549934624965,6,25,taiwan,taiwan_credit,UCI Default of Credit Card Clients,,Manual review,0.0,663098.2398584711,0.15344602101687413,High,549227.677721268,549227.677721268,54779.92115613333,54779.92115613333,0.0,0.0,Reported delinquency | Manual review required,"{""automatic_increases_enabled"": true, ""within_maximum_increase"": true, ""within_account_exposure"": true, ""within_expected_loss_rate_ceiling"": true, ""meets_profitability_hurdle"": false, ""payment_history_eligible"": false, ""not_overextended"": true, ""within_model_support"": true}"
246229.06068136555,1,1,0,0,-1,0,83916.39956668364,83329.87640266433,91357.187407054,104524.16215391303,98459.40631681065,105340.02149845297,11060.192245263515,6318.327559449897,13161.451937416066,10604.93371434871,8788.11335396796,15873.463858206971,LIQ-000031,246229.06068136555,83916.39956668364,854175.6763098899,34167.02705239559,0.4799999999999999,2.0,0.3408062368205849,7,42,taiwan,taiwan_credit,UCI Default of Credit Card Clients,,Freeze automatic increases,0.0,246229.06068136555,0.14873953400434978,Moderate,217722.05019129696,217722.05019129696,21049.519587151357,21049.519587151357,0.0,0.0,Repeated delinquency,"{""automatic_increases_enabled"": true, ""within_maximum_increase"": true, ""within_account_exposure"": true, ""within_expected_loss_rate_ceiling"": true, ""meets_profitability_hurdle"": false, ""payment_history_eligible"": false, ""not_overextended"": true, ""within_model_support"": true}"
